idx,no_of_layers,l1,l2,l3,activation,solver,learning_rate,alpha,warm_start,precision,recall,f1,training time (ms),inference time (ms),train(cpu_line)(nano sec),test(cpu_line)(nano sec),train(mem)(MiB),test(mem)(MiB),total_addr_space(mem)(MiB)
86,1,50,0,0,relu,adam,constant,0.0001,False,0.9611911731,0.96,0.9597658106,3728.726807,2.626708984,4010094315.0,3207449,10.5,0.0,156.2
87,1,50,0,0,relu,adam,adaptive,0.0001,True,0.9655720205,0.965,0.9648371912,3748.097412,2.64453125,4008598020.0,2990298,8.5,0.0,154.3
88,1,50,0,0,relu,adam,adaptive,0.0001,False,0.9620612951,0.96125,0.9610253154,3750.236816,2.661865234,4060512675.0,3095450,32.5,0.0,171.9
89,1,50,0,0,relu,adam,invscaling,0.0001,True,0.962357299,0.96125,0.9612831207,3708.047852,2.640136719,4006692668.0,3029211,18.4,0.0,164.5
90,1,50,0,0,relu,adam,invscaling,0.0001,False,0.9595982814,0.95875,0.9583541935,3757.841797,2.640136719,3974090830.0,3016443,12.5,0.0,162.3
91,1,50,0,0,relu,lbfgs,constant,0.01,True,0.9698840991,0.96875,0.9685852204,1825.72168,2.744384766,2069660073.0,3100764,13.5,0.0,158.9
92,1,50,0,0,relu,lbfgs,constant,0.01,False,0.9623891567,0.96125,0.9612398948,1994.998779,2.677246094,2073880454.0,2999356,13.2,0.0,162.8
93,1,50,0,0,relu,lbfgs,adaptive,0.01,True,0.9685984159,0.9675,0.9673614705,1990.604248,2.750976563,1987145458.0,2898844,11.6,0.0,164.5
94,1,50,0,0,relu,lbfgs,adaptive,0.01,False,0.964622314,0.96375,0.9637063293,1950.188721,2.765869141,2008802113.0,3010717,13.4,0.0,156.2
95,1,50,0,0,relu,lbfgs,invscaling,0.01,True,0.969456414,0.96875,0.9686164827,1934.79248,2.684082031,1990839004.0,2975196,19.5,0.0,162.8
96,1,50,0,0,relu,lbfgs,invscaling,0.01,False,0.9684699824,0.9675,0.967603312,2048.388184,2.752685547,1952806371.0,3041181,11.5,0.0,161.0
97,1,50,0,0,relu,lbfgs,constant,0.001,True,0.9621919144,0.96125,0.9610677893,1897.667236,2.721191406,2324625937.0,3030557,19.7,0.0,160.7
98,1,50,0,0,relu,lbfgs,constant,0.001,False,0.9554001187,0.955,0.9546095358,1842.303223,2.739501953,2044446955.0,2931133,13.4,0.0,155.5
99,1,50,0,0,relu,lbfgs,adaptive,0.001,True,0.9638342146,0.9625,0.9622672543,2047.899658,2.681640625,2024623018.0,3096573,13.5,0.0,161.2
100,1,50,0,0,relu,lbfgs,adaptive,0.001,False,0.9589910606,0.9575,0.957163615,1909.860352,2.727783203,2005881408.0,3086878,13.2,0.0,165.0
101,1,50,0,0,relu,lbfgs,invscaling,0.001,True,0.9628774148,0.9625,0.962233408,1872.257324,2.729736328,1895349245.0,2980030,11.3,0.0,160.5
102,1,50,0,0,relu,lbfgs,invscaling,0.001,False,0.9669307563,0.96625,0.9660812756,1867.098145,2.758300781,1752910148.0,3037342,11.7,0.0,158.0
103,1,50,0,0,relu,lbfgs,constant,0.0001,True,0.9579482387,0.9575,0.95717508,2004.925293,2.784912109,1948349403.0,3012574,31.5,0.0,177.6
104,1,50,0,0,relu,lbfgs,constant,0.0001,False,0.9637337962,0.9625,0.9622343946,1948.220947,3.413085938,2051673695.0,3028318,11.6,0.0,155.8
105,1,50,0,0,relu,lbfgs,adaptive,0.0001,True,0.9595639038,0.95875,0.9583692568,1928.994873,2.716308594,1998306450.0,2956062,36.9,0.0,178.7
106,1,50,0,0,relu,lbfgs,adaptive,0.0001,False,0.9621848179,0.96125,0.9612026627,2077.522705,2.836181641,1979196774.0,3035902,11.7,0.0,156.6
107,1,50,0,0,relu,lbfgs,invscaling,0.0001,True,0.9604551926,0.96,0.9597581039,1881.757813,2.932128906,2119952629.0,3073854,13.5,0.0,161.4
108,1,50,0,0,relu,lbfgs,invscaling,0.0001,False,0.9530675672,0.9525,0.9521571705,1890.805908,2.966064453,2010992505.0,2966047,23.1,0.0,174.0
109,1,50,0,0,tanh,sgd,constant,0.01,True,0.9076018691,0.90375,0.9025237025,3437.631104,3.197265625,3710267354.0,3577982,10.5,0.0,154.0
110,1,50,0,0,tanh,sgd,constant,0.01,False,0.9078942553,0.9025,0.9016466375,3432.284668,3.155517578,3719945329.0,3543582,14.5,0.0,155.1
111,1,50,0,0,tanh,sgd,adaptive,0.01,True,0.8801884747,0.8775,0.8759308894,3444.497559,3.208740234,3758888050.0,3565822,4.4,0.0,151.5
112,1,50,0,0,tanh,sgd,adaptive,0.01,False,0.9026379342,0.8975,0.8959257098,3490.356445,3.197509766,3703399033.0,3551774,18.4,0.0,159.6
113,1,50,0,0,tanh,sgd,invscaling,0.01,True,0.1510505268,0.14,0.1126640286,3438.276855,3.17578125,3772497795.0,3639998,12.4,0.0,160.1
114,1,50,0,0,tanh,sgd,invscaling,0.01,False,0.1687240241,0.20125,0.1664175467,3432.381348,3.158203125,3743621455.0,3567263,28.1,0.0,174.6
115,1,50,0,0,tanh,sgd,constant,0.001,True,0.9002296924,0.89375,0.8913973781,3504.562012,3.177978516,3833135689.0,3554686,8.4,0.0,157.6
116,1,50,0,0,tanh,sgd,constant,0.001,False,0.9122544893,0.9075,0.9072911121,3439.60791,3.228515625,3748126078.0,3591614,10.5,0.0,150.6
117,1,50,0,0,tanh,sgd,adaptive,0.001,True,0.9039583683,0.90125,0.8999320921,3425.209473,3.205078125,3838569041.0,3603646,10.4,0.0,154.6
118,1,50,0,0,tanh,sgd,adaptive,0.001,False,0.9074835103,0.9025,0.9007789279,3406.74292,3.221435547,3698760616.0,4152735,18.5,0.0,159.8
119,1,50,0,0,tanh,sgd,invscaling,0.001,True,0.113697755,0.115,0.09266064542,3405.058594,3.211181641,3736701794.0,3838463,16.5,0.0,160.2
120,1,50,0,0,tanh,sgd,invscaling,0.001,False,0.1758662819,0.1725,0.1447437573,3424.333496,3.130126953,3789857431.0,3690847,16.3,18.0,181.7
121,1,50,0,0,tanh,sgd,constant,0.0001,True,0.9057837511,0.9,0.8980721187,3294.265869,3.1171875,3736099184.0,3544405,8.4,0.0,148.8
122,1,50,0,0,tanh,sgd,constant,0.0001,False,0.9011095903,0.89875,0.8973210421,3303.509277,3.153564453,3730305719.0,3591256,18.7,0.0,160.3
123,1,50,0,0,tanh,sgd,adaptive,0.0001,True,0.9013696337,0.8975,0.8964475789,3298.560303,3.142089844,3744364883.0,3574396,10.1,0.5,164.4
124,1,50,0,0,tanh,sgd,adaptive,0.0001,False,0.9029285432,0.89875,0.8972805591,3332.86499,3.167236328,3742771722.0,3594496,12.6,0.0,161.6
125,1,50,0,0,tanh,sgd,invscaling,0.0001,True,0.1138761818,0.15,0.1174303585,3373.218506,3.118164063,3709163209.0,3566916,10.4,0.0,155.0
126,1,50,0,0,tanh,sgd,invscaling,0.0001,False,0.08360912807,0.10375,0.07663597806,3492.619629,3.183105469,3694248851.0,3573158,34.7,0.0,174.9
127,1,50,0,0,tanh,adam,constant,0.01,True,0.9634865373,0.9625,0.9623206067,3709.997803,3.105224609,4121042211.0,3534442,36.5,0.0,179.2
128,1,50,0,0,tanh,adam,constant,0.01,False,0.9670820955,0.96625,0.9660901905,3700.511475,3.140869141,4118410746.0,3573292,8.2,0.0,155.9
129,1,50,0,0,tanh,adam,adaptive,0.01,True,0.9642867989,0.9625,0.9625200822,3726.609619,3.18359375,4111203740.0,3540496,8.3,0.0,156.5
130,1,50,0,0,tanh,adam,adaptive,0.01,False,0.962281473,0.96125,0.9611355576,3690.823975,3.116210938,4121748074.0,3530962,12.7,0.0,158.8
131,1,50,0,0,tanh,adam,invscaling,0.01,True,0.963436117,0.9625,0.962351347,3727.95874,3.104492188,4142982742.0,3591795,10.6,0.0,155.1
132,1,50,0,0,tanh,adam,invscaling,0.01,False,0.9610999857,0.96,0.9597326911,3754.672363,3.147949219,4147465307.0,3549463,10.1,0.0,161.6
133,1,50,0,0,tanh,adam,constant,0.001,True,0.96719206,0.96625,0.966156566,3688.27002,3.071533203,4155397578.0,3545049,10.5,0.0,156.0
134,1,50,0,0,tanh,adam,constant,0.001,False,0.956560877,0.955,0.9548390969,3687.487793,3.130371094,4118561484.0,3547994,8.4,0.0,159.0
135,1,50,0,0,tanh,adam,adaptive,0.001,True,0.9604104715,0.95875,0.9586914657,3693.313477,3.146484375,4148150905.0,3548509,10.3,0.0,159.4
136,1,50,0,0,tanh,adam,adaptive,0.001,False,0.9660018016,0.965,0.964846606,3691.003662,3.08984375,4132242152.0,3576542,10.6,0.0,151.6
137,1,50,0,0,tanh,adam,invscaling,0.001,True,0.9642103363,0.9625,0.9623058522,3693.78833,3.115478516,4153811954.0,4501911,14.5,0.0,158.7
138,1,50,0,0,tanh,adam,invscaling,0.001,False,0.9649235587,0.96375,0.9636638555,3713.494385,3.111328125,4232498829.0,3533986,8.6,0.0,156.4
139,1,50,0,0,tanh,adam,constant,0.0001,True,0.961458031,0.96,0.9598988556,3696.388428,3.120605469,4083046017.0,3549827,14.7,22.0,177.3
140,1,50,0,0,tanh,adam,constant,0.0001,False,0.9658281504,0.965,0.9648443727,3696.85376,3.092285156,4253135535.0,3630883,14.4,0.0,158.1
141,1,50,0,0,tanh,adam,adaptive,0.0001,True,0.962358977,0.96125,0.9611987904,3707.765137,3.108398438,4126266182.0,3572293,12.5,0.0,152.7
142,1,50,0,0,tanh,adam,adaptive,0.0001,False,0.9613517627,0.96,0.9599081433,3774.20874,3.115234375,7245302888.0,3574503,22.5,0.0,166.4
143,1,50,0,0,tanh,adam,invscaling,0.0001,True,0.9632966481,0.9625,0.9623473729,3834.31543,3.099853516,4160209034.0,3617319,16.6,0.0,159.3
144,1,50,0,0,tanh,adam,invscaling,0.0001,False,0.9660776508,0.965,0.9648846388,3708.433105,3.127685547,4092918957.0,3484457,12.4,0.0,157.9
145,1,50,0,0,tanh,lbfgs,constant,0.01,True,0.9653278489,0.965,0.9647901263,2038.819092,3.223388672,2337162698.0,3532682,13.6,0.0,158.7
146,1,50,0,0,tanh,lbfgs,constant,0.01,False,0.9605796828,0.96,0.9598773636,1804.254395,3.295410156,1394753267.0,3724297,9.6,0.0,154.5
147,1,50,0,0,tanh,lbfgs,adaptive,0.01,True,0.9621965547,0.96125,0.9611495735,1201.97876,3.315673828,2322004044.0,3640138,29.4,0.0,172.3
148,1,50,0,0,tanh,lbfgs,adaptive,0.01,False,0.9695608649,0.96875,0.9687463749,1284.12207,3.343017578,1587766753.0,3625355,9.3,0.0,162.9
149,1,50,0,0,tanh,lbfgs,invscaling,0.01,True,0.9667096194,0.96625,0.9661732004,2166.589355,3.290527344,1596532006.0,3672075,15.2,0.0,167.6
150,1,50,0,0,tanh,lbfgs,invscaling,0.01,False,0.9571626176,0.95625,0.9560825251,1746.108154,3.26953125,2189888644.0,3600204,9.7,0.0,155.8
151,1,50,0,0,tanh,lbfgs,constant,0.001,True,0.9644180723,0.96375,0.9637944275,1603.373047,3.336181641,1449699937.0,3593837,33.5,0.0,175.7
152,1,50,0,0,tanh,lbfgs,constant,0.001,False,0.9720072251,0.97125,0.9712574939,1085.685791,3.338134766,1187585077.0,3632941,15.7,0.0,159.6
153,1,50,0,0,tanh,lbfgs,adaptive,0.001,True,0.968274253,0.9675,0.9675151683,1575.586914,3.338623047,1180256256.0,3571054,17.4,0.0,160.8
154,1,50,0,0,tanh,lbfgs,adaptive,0.001,False,0.9687956948,0.9675,0.9676766738,992.604248,3.454101563,1281957196.0,3653999,15.2,0.0,168.9
155,1,50,0,0,tanh,lbfgs,invscaling,0.001,True,0.9656375343,0.96375,0.963824582,751.9621582,3.318359375,1102364640.0,3618351,37.3,0.0,178.8
156,1,50,0,0,tanh,lbfgs,invscaling,0.001,False,0.9628607541,0.9625,0.9623222821,1473.297607,3.280273438,979827030.0,3637199,36.6,0.0,181.5
157,1,50,0,0,tanh,lbfgs,constant,0.0001,True,0.9651869801,0.96375,0.9640139352,829.8547363,3.309814453,1348630887.0,3600431,11.4,0.0,164.8
158,1,50,0,0,tanh,lbfgs,constant,0.0001,False,0.9586669813,0.9575,0.9574941437,1298.826904,3.290039063,1257761320.0,3586000,13.4,0.0,160.6
159,1,50,0,0,tanh,lbfgs,adaptive,0.0001,True,0.9547708842,0.95375,0.9535227008,1074.059082,3.306152344,1232574038.0,3635985,42.6,0.0,187.4
160,1,50,0,0,tanh,lbfgs,adaptive,0.0001,False,0.9660234451,0.965,0.9650735503,1223.63916,3.319335938,1174806463.0,3606481,13.9,0.0,159.9
161,1,50,0,0,tanh,lbfgs,invscaling,0.0001,True,0.9640697076,0.96375,0.9634144703,1154.246826,3.304443359,949127369.0,3595633,11.5,0.0,154.3
162,1,50,0,0,tanh,lbfgs,invscaling,0.0001,False,0.961433454,0.96125,0.9611157927,1060.655762,3.322998047,1227602076.0,3617938,17.6,0.0,161.7
163,1,100,0,0,identity,sgd,constant,0.01,True,0.9230928512,0.92,0.9188808669,3768.382568,2.901611328,4194242135.0,3382515,12.6,0.0,154.7
164,1,100,0,0,identity,sgd,constant,0.01,False,0.919082285,0.9175,0.915938945,3766.405762,2.925537109,4152541620.0,3425171,12.3,0.0,160.1
165,1,100,0,0,identity,sgd,adaptive,0.01,True,0.9252690707,0.92125,0.9198030592,3770.6604,2.884765625,4239731149.0,3353940,14.5,0.0,158.9
166,1,100,0,0,identity,sgd,adaptive,0.01,False,0.9212029458,0.9175,0.9161931631,3768.4646,2.9140625,4204664184.0,3402228,10.4,0.0,167.9
167,1,100,0,0,identity,sgd,invscaling,0.01,True,0.210074805,0.25125,0.2194075755,3765.928711,2.901855469,4128049339.0,3430644,12.5,0.0,166.3
168,1,100,0,0,identity,sgd,invscaling,0.01,False,0.2238779165,0.2475,0.2189743856,3776.574219,2.894042969,4274238387.0,3488564,8.8,20.0,172.0
